MCC	MNC	Brand	Operator
204	62	Voxbone	Voxbone mobile
204	64		Zetacom B.V.
204	65		AGMS Netherlands B.V.
204	66		Utility Connect B.V.
204	67		Koning en Hartman B.V.
204	68		Roamware (Netherlands) B.V.
204	69		KPN Mobile The Netherlands B.V.
362	31		Eutel N.V.
362	33		WICC N.V.
362	51	Telcell	Telcell N.V.
362	54	ECC	East Caribbean Cellular
362	59	Chippie	United Telecommunication Service N.V. (UTS)
362	60	Chippie	United Telecommunication Service N.V. (UTS)
362	63		CSC N.V.
362	68	Digicel	Curaçao Telecom N.V.
362	69	Digicel	Curaçao Telecom N.V.
362	74		PCS N.V.
362	76	Digicel	Antiliano Por N.V.
362	78	Telbo	Telefonia Bonairiano N.V.
362	91	Chippie	United Telecommunication Service N.V. (UTS)
362	94	Bayòs	Bòbò Frus N.V.
362	95	MIO	E.O.C.G. Wireless
546	01	Mobilis	OPT New Caledonia
530	00	Telecom	Telecom New Zealand
530	01	Vodafone	Vodafone New Zealand
530	02	Telecom	Telecom New Zealand
530	03	Woosh	Woosh Wireless
530	04	Vodafone	TelstraClear New Zealand
530	05	Spark	Spark New Zealand
530	06	Skinny	Spark New Zealand
530	07		Bluereach Limited
530	24	2degrees	2degrees
710	21	Claro	Empresa Nicaragüense de Telecomunicaciones, S.A. (ENITEL) (América Móvil)
710	30	movistar	Telefonía Celular de Nicaragua, S.A. (Telefónica, S.A.)
710	73	Claro	Servicios de Comunicaciones S.A.
614	01	SahelCom	La Société Sahélienne de Télécommunications (SahelCom)
614	02	Airtel	Bharti Airtel Limited
614	03	Moov	Atlantique Telecom (subsidiary of Etisalat)
614	04	Orange	Orange Niger
621	00		Capcom
621	20	Airtel	Bharti Airtel Limited
621	22	InterC	InterC Network Ltd.
621	24		Spectranet
621	25	Visafone	Visafone Communications Ltd.
621	26		Swift
621	27	Smile	Smile Communications Nigeria
621	30	MTN	MTN Nigeria Communications Limited
621	40	Ntel	Nigerian Mobile Telecommunications Limited
621	50	Glo	Globacom Ltd
621	60	9mobile	
555	01	Telecom Niue	Telecom Niue
505	10	Norfolk Telecom	Norfolk Telecom
310	110	IT&E Wireless	PTI Pacifica Inc.
310	370	Docomo	NTT Docomo Pacific
242	01	Telenor	Telenor Norge AS
242	02	Telia	TeliaSonera Norge AS
242	03		Televerket AS
242	04	Tele2	Tele2 (Mobile Norway AS)
242	05	Telia	TeliaSonera Norge AS
242	06	ICE	ICE Norge AS
242	07	Phonero	Phonero AS
242	08	TDC	TDC Mobil AS
242	09	Com4	Com4 AS
242	10		Norwegian Communications Authority
242	11	SystemNet	SystemNet AS
242	12	Telenor	Telenor Norge AS
242	14	ICE	ICE Communication Norge AS
242	20		Jernbaneverket AS
242	21		Jernbaneverket AS
242	22		Altibox AS
242	23	Lycamobile	Lyca Mobile Ltd
242	24		Mobile Norway AS
242	25		Forsvarets kompetansesenter KKIS
242	90		Nokia Solutions and Networks Norge AS
242	99		TampNet AS
422	02	Omantel	Oman Telecommunications Company
422	03	ooredoo	Omani Qatari Telecommunications Company SAOC
422	04	Omantel	Oman Telecommunications Company
410	01	Jazz	Mobilink-PMCL
410	02	PTCL	PTCL
410	03	Ufone	Pakistan Telecommunication Mobile Ltd
410	04	Zong	China Mobile
410	05	SCO Mobile	SCO Mobile Ltd
410	06	Telenor	Telenor Pakistan
410	07	Jazz	WaridTel
410	08	SCO Mobile	SCO Mobile Ltd
552	01	PNCC	Palau National Communications Corp.
552	02	PalauTel	Palau Equipment Company Inc.
552	80	Palau Mobile	Palau Mobile Corporation
425	05	Jawwal	Palestine Cellular Communications, Ltd.
425	06	Wataniya	Wataniya Palestine Mobile Telecommunications Company
714	01	Cable & Wireless	Cable & Wireless Panama S.A.
714	02	movistar	Telefónica Moviles Panama S.A, Bell South Corp. (BSC)
714	020	movistar	Telefónica Móviles de Panama S.A
714	03	Claro	América Móvil
714	04	Digicel	Digicel Group
537	01	bmobile	Bemobile Limited
537	02	citifon	Telikom PNG Ltd.
537	03	Digicel	Digicel PNG
744	01	VOX	Hola Paraguay S.A
744	02	Claro/Hutchison	AMX Paraguay S.A.
744	03		Compañia Privada de Comunicaciones S.A.
744	04	Tigo	Telefónica Celular Del Paraguay S.A. (Telecel)
744	05	Personal	Núcleo S.A(TIM)
744	06	Copaco	Copaco S.A.
716	06	Movistar	Telefónica del Perú S.A.A.
716	07	Entel	Entel Perú S.A.
716	10	Claro	América Móvil Perú
716	15	Bitel	Viettel Peru S.A.C.
716	17	Entel	Entel Perú S.A.
515	01	Islacom	Globe Telecom via Innove Communications
515	02	Globe	Globe Telecom
515	03	SMART	PLDT via Smart Communications
515	05	Sun Cellular	Digital Telecommunications Philippines
515	11		PLDT via ACeS Philippines
515	18	Cure	PLDT via Smart's Connectivity Unlimited Resources Enterprise
515	24	ABS-CBN Mobile	ABS-CBN Convergence with Globe Telecom
515	88		Next Mobile Inc.
			
260	01	Plus	Polkomtel Sp. z o.o.
260	02	T-Mobile	T-Mobile Polska S.A.
260	03	Orange	Polska Telefonia Komórkowa Centertel Sp. z o.o.
260	04	Aero2	Aero 2 Sp. z o.o.
260	05	Orange	Polska Telefonia Komórkowa Centertel Sp. z o.o.
260	06	Play	P4 Sp. z o.o.
260	07	Netia	Netia S.A.
260	08		E-Telko Sp. z o.o.
260	09	Lycamobile	Lycamobile Sp. z o.o.
260	10	T-Mobile	T-Mobile Polska S.A.
260	11	Nordisk Polska	Nordisk Polska Sp. z o.o.
260	12	Cyfrowy Polsat	Cyfrowy Polsat S.A.
260	13		Move Telecom S.A.
260	14	Sferia	Sferia S.A.
260	15	Aero2	Aero 2 Sp. z o.o.
260	16	Aero2	Aero 2 Sp. z o.o.
260	17	Aero2	Aero 2 Sp. z o.o.
260	18	AMD Telecom	AMD Telecom S.A.
260	19	Teleena	Teleena Holding BV
260	20	Mobile.Net	Mobile.Net Sp. z o.o.
260	21	Exteri	Exteri Sp. z o.o.
260	22	Arcomm	Arcomm Sp. z o.o.
260	23	Amicomm	Amicomm Sp. z o.o.
260	24		IT Partners Telco Sp. z o.o.
260	25		Polskie Sieci Radiowe Sp. z o.o. Sp. k.a.
260	26	ATE	Advanced Technology & Experience Sp. z o.o.
260	27	Intertelcom	Intertelcom Sp. z o.o.
260	28	PhoneNet	PhoneNet Sp. z o.o.
260	29	Interfonica	Interfonica Sp. z o.o.
260	30	GrandTel	GrandTel Sp. z o.o.
260	31	Phone IT	Phone IT Sp. z o.o.
260	32		Compatel Limited
260	33	Truphone	Truphone Poland Sp. z o.o.
260	34	NetWorkS!	T-Mobile Polska S.A.
260	35		PKP Polskie Linie Kolejowe S.A.
260	36	Vectone Mobile	Mundio Mobile
260	37		NEXTGEN MOBILE LTD
260	38		CALLFREEDOM Sp. z o.o.
260	39	Voxbone	VOXBONE SA
260	40		Interactive Digital Media GmbH
260	41		EZ PHONE MOBILE Sp. z o.o.
260	42		MobiWeb Telecom Limited
260	43		Smart Idea International Sp. z o.o.
260	44		Rebtel Poland Sp. z o.o.
260	45		Virgin Mobile Polska Sp. z o.o.
260	46		Terra Telekom Sp. z o.o.
260	47		SMShighway Limited
260	48		AGILE TELECOM S.P.A.
260	49		Messagebird B.V.
260	98	Play	P4 Sp. z o.o.
268	01	Vodafone	Vodafone Portugal
268	02	MEO	Telecomunicações Móveis Nacionais
268	03	NOS	NOS Comunicações
268	04	LycaMobile	LycaMobile
268	05		Oniway - Inforcomunicaçôes, S.A.
268	06	MEO	Telecomunicações Móveis Nacionais
268	07	Vectone Mobile	Mundio Mobile (Portugal) Limited
268	11		Compatel, Limited
268	12		Infraestruturas de Portugal, S.A.
268	13		G9Telecom, S.A.
268	21	Zapp	Zapp Portugal
268	80	MEO	Telecomunicações Móveis Nacionais
330	000	Open Mobile	PR Wireless
330	110	Claro Puerto Rico	América Móvil
330	120	Open Mobile	PR Wireless
427	01	ooredoo	ooredoo
427	02	Vodafone	Vodafone Qatar
427	05	Ministry of Interior	Ministry of Interior
427	06	Ministry of Interior	Ministry of Interior
226	01	Vodafone	Vodafone România
226	02	Clicknet Mobile	Telekom Romania
226	03	Telekom	Telekom Romania
226	04	Cosmote/Zapp	Telekom Romania
226	05	Digi.Mobil	RCS&RDS
226	06	Telekom/Zapp	Telekom Romania
226	10	Orange	Orange România
226	11		Enigma-System
226	15	Idilis	Idilis
226	16	Lycamobile	Lycamobile Romania
250	01	MTS	Mobile TeleSystems
250	02	MegaFon	MegaFon PJSC
250	03	NCC	Nizhegorodskaya Cellular Communications
250	04	Sibchallenge	Sibchallenge
250	05	ETK	Yeniseytelecom
250	06	Skylink	CJSC Saratov System of Cellular Communications
250	07	SMARTS	Zao SMARTS
250	08	Vainah Telecom	CS VainahTelecom
250	09	Skylink	Khabarovsky Cellular Phone
250	10	DTC	Dontelekom
250	11	Yota	Scartel
250	12	Baykalwestcom	Baykal Westcom / New Telephone Company / Far Eastern Cellular
250	12	Akos	
250	13	KUGSM	Kuban GSM
250	14	MegaFon	MegaFon OJSC
250	15	SMARTS	SMARTS Ufa, SMARTS Uljanovsk
250	16	NTC	New Telephone Company
250	17	Utel	JSC Uralsvyazinform
250	18	Osnova Telecom	
250	19	INDIGO	INDIGO
250	20	Tele2	Tele2
250	21	GlobalTel	JSC GlobalTel
250	22		Vainakh Telecom
250	23	Thuraya	GTNT
250	28	Beeline	Beeline
250	29	Iridium	Iridium Communications
250	32	Win Mobile	K-Telecom
250	33	Sevmobile	Sevtelekom
250	34	Krymtelekom	Krymtelekom
250	35	MOTIV	EKATERINBURG-2000
250	38	Tambov GSM	Central Telecommunication Company
250	39	Rostelecom	ROSTELECOM
250	44		Stavtelesot / North Caucasian GSM
250	50	MTS	Bezlimitno.ru
250	54	TTK	Tattelecom
250	60	Volna mobile	KTK Telecom
250	62	Tinkoff Mobile	Tinkoff Mobile
250	91	Sonic Duo	Sonic Duo CJSC
250	92		Primtelefon
250	93		Telecom XXI
250	99	Beeline	OJSC Vimpel-Communications
250	?	SkyLink	SkyLink/MTS/the Moscow Cellular communication
250	811		Votek Mobile
635	10	MTN	MTN Rwandacell SARL
635	11	Rwandatel	Rwandatel S.A.
635	12	Rwandatel	Rwandatel S.A.
635	13	Tigo	TIGO RWANDA S.A
635	14	Airtel	Airtel RWANDA
635	17	Olleh	Olleh Rwanda Networks
658	01	Sure	Sure South Atlantic Ltd.
356	050	Digicel	Wireless Ventures (St Kitts-Nevis) Limited
356	070	Chippie	UTS
356	110	FLOW	Cable & Wireless St. Kitts & Nevis Ltd
338	050	Digicel	Digicel
358	110	FLOW	Cable & Wireless
308	01	Ameris	St. Pierre-et-Miquelon Télécom
308	02	GLOBALTEL	GLOBALTEL
360	050	Digicel	Digicel (St. Vincent and the Grenadines) Limited
360	100	Cingular Wireless	
360	110	FLOW	Cable & Wireless (St. Vincent & the Grenadines) Ltd
549	00	Digicel	Digicel Pacific Ltd.
549	01	Digicel	Digicel Pacific Ltd.
549	27	Bluesky	Bluesky Samoa Ltd
292	01	PRIMA	San Marino Telecom
626	01	CSTmovel	Companhia Santomese de Telecomunicaçôe
626	02	Unitel STP	Unitel Sao Tome and Principe
420	01	Al Jawal (STC )	Saudi Telecom Company
420	03	Mobily	Etihad Etisalat Company
420	04	Zain SA	Zain Saudi Arabia
420	05	Virgin Mobile	Virgin Mobile Saudi Arabia
420	21	RGSM	Saudi Railways GSM
608	01	Orange	Sonatel
608	02	Tigo	Millicom International Cellular S.A.
608	03	Expresso	Sudatel
608	04		CSU-SA
220	01	Telenor	Telenor Serbia
220	02	Telenor	Telenor Montenegro
220	03	mt:s	Telekom Srbija
220	04	T-Mobile	T-Mobile Montenegro LLC
220	05	VIP	VIP Mobile
220	07		Orion Telekom
220	09	Vectone Mobile	MUNDIO MOBILE d.o.o.
220	11	GLOBALTEL	GLOBALTEL d.o.o.
633	01	Cable & Wireless	Cable & Wireless Seychelles
633	02	Mediatech	Mediatech International
633	10	Airtel	Telecom Seychelles Ltd
619	01	Orange	Orange SL Limited
619	02	Africell	Lintel Sierra Leone Limited
619	03	Africell	Lintel Sierra Leone Limited
619	04	Comium	Comium (Sierra Leone) Ltd.
619	05	Africell	Lintel Sierra Leone Limited
619	06	SierraTel	Sierra Leone Telephony
619	07		Qcell Sierra Leone
619	09	Smart Mobile	InterGroup Telecom SL
619	25	Mobitel	Mobitel
619	40		Datatel (SL) Ltd.
619	50		Datatel (SL) Ltd.
525	01	SingTel	Singapore Telecom
525	02	SingTel-G18	Singapore Telecom
525	03	M1	M1 Limited
525	05	StarHub	StarHub Mobile
525	06	StarHub	StarHub Mobile
525	07	SingTel	Singapore Telecom
525	08	StarHub	StarHub Mobile
525	09	Circles.Life	Liberty Wireless Pte Ltd
525	10		TPG Telecom Pte Ltd
525	12	Grid	GRID Communications Pte Ltd.
231	01	Orange	Orange Slovensko
231	02	Telekom	Slovak Telekom
231	03	4ka	SWAN Mobile, a.s.
231	04	Telekom	Slovak Telekom
231	05	Orange	Orange Slovensko
231	06	O2	Telefónica O2 Slovakia
231	07		Towercom, a. s.
231	08		IPfon, s.r.o.
231	99	ŽSR	Železnice Slovenskej Republiky
293	10		SŽ - Infrastruktura, d.o.o.
293	20		COMPATEL Ltd
293	40	A1	A1 Slovenija
293	41	Mobitel	Telekom Slovenije
293	64	T-2	T-2 d.o.o.
293	70	Telemach	Tušmobil d.o.o.
540	01	BREEZE	Our Telekom
540	02	BeMobile	BMobile (SI) Ltd
637	01	Telesom	Telesom
637	04	Somafone	Somafone FZLLC
637	10	Nationlink	NationLink Telecom
637	20	SOMNET	SOMNET
637	50	Hormuud	Hormuud Telecom Somalia Inc
637	30	Golis	Golis Telecom Somalia
637	57	UNITEL	UNITEL S.a.r.l.
637	60	Nationlink	Nationlink Telecom
637	67	Horntel Group	HTG Group Somalia
637	70		Onkod Telecom Ltd.
637	71	Somtel	Somtel
637	82	Telcom	Telcom Somalia
655	01	Vodacom	Vodacom
655	02	Telkom	Telkom SA SOC Ltd
655	04		Sasol (Pty) Ltd.
655	05		Telkom SA Ltd
655	06		Sentech (Pty) Ltd
655	07	Cell C	Cell C (Pty) Ltd
655	10	MTN	MTN Group
655	11		South African Police Service Gauteng
655	12	MTN	MTN Group
655	13	Neotel	Neotel Pty Ltd
655	14	Neotel	Neotel Pty Ltd
655	16		Phoenix System Integration (Pty) Ltd
655	17		Sishen Iron Ore Company (Ltd) Pty
655	19	Rain	Wireless Business Solutions (Pty) Ltd
655	21		Cape Town Metropolitan Council
655	24		SMSPortal (Pty) Ltd.
655	25		Wirels Connect
655	27		A to Z Vaal Industrial Supplies Pty Ltd
655	28		Hymax Talking Solutions (Pty) Ltd
655	30		Bokamoso Consortium
655	31		Karabo Telecoms (Pty) Ltd.
655	32		Ilizwi Telecommunications
655	33		Thinta Thinta Telecommunications Pty Ltd
655	34		Bokone Telecoms Pty Ltd
655	35		Kingdom Communications Pty Ltd
655	36		Amatole Telecommunications Pty Ltd
655	38	iBurst	Wireless Business Solutions (Pty) Ltd
655	41		South African Police Service
655	46		SMS Cellular Services (Pty) Ltd
655	50		Ericsson South Africa (Pty) Ltd
655	51		Integrat (Pty) Ltd
655	53	Lycamobile	Lycamobile (Pty) Ltd
655	73	iBurst	Wireless Business Solutions (Pty) Ltd
655	74	iBurst	Wireless Business Solutions (Pty) Ltd
655	75	ACSA	Airports Company South Africa
659	02	MTN	MTN South Sudan
659	03	Gemtel	Gemtel
659	04	Vivacell	Network of the World (NOW)
659	06	Zain	Zain South Sudan
659	07	Sudani	Sudani
214	01	Vodafone	Vodafone Spain
214	02	Altecom/Fibracat	Alta Tecnologia en Comunicacions SL
214	03	Orange	France Telecom España SA
214	04	Yoigo	Xfera Moviles SA
214	05	Movistar	Telefónica Móviles España
214	06	Vodafone	Vodafone Spain
214	07	Movistar	Telefónica Móviles España
214	08	Euskaltel	
214	09	Orange	France Telecom España SA
214	10		ZINNIA TELECOMUNICACIONES, S.L.U.
214	11		TELECOM CASTILLA-LA MANCHA, S.A.
214	12		Contacta Servicios Avanzados de Telecomunicaciones SL
214	13		Incotel Ingeniera y Consultaria SL
214	14		Incotel Servicioz Avanzados SL
214	15	BT	BT Group España Compañia de Servicios Globales de Telecomunicaciones S.A.U.
214	16	TeleCable	Telecable de Asturias S.A.U.
214	17	Móbil R	R Cable y Telecomunicaciones Galicia S.A.
214	18	ONO	Cableuropa S.A.U.
214	19	Simyo	E-PLUS Moviles Virtuales España S.L.U.
214	20	Fonyou	Fonyou Telecom S.L.
214	21	Jazztel	Orange S.A.
214	22	DigiMobil	Best Spain Telecom
214	23	Barablu	Barablu Móvil España
214	24	Eroski	Eroski Móvil España
214	25	Lycamobile	LycaMobile S.L.
214	26		Lleida Networks Serveis Telemátics, SL
214	27	Truphone	SCN Truphone, S.L.
214	28	Murcia4G	Consorcio de Telecomunicaciones Avanzadas, S.A.
214	29		NEO-SKY 2002, S.A.
214	30		Compatel Limited
214	31		Red Digital De Telecomunicaciones de las Islas Baleares, S.L.
214	32	Tuenti	Telefónica Móviles España
214	33		EURONA WIRELESS TELECOM, S.A.
214	34		Aire Networks del Mediterráneo, S.L.U.
214	35		INGENIUM OUTSOURCING SERVICES, S.L.
214	36		OPEN CABLE TELECOMUNICACIONES, S.L.
214	37		VODAFONE ESPAÑA, S.A.U.
214	51	ADIF	Administrador de Infraestructuras Ferroviarias
413	01	Mobitel	Mobitel (Pvt) Ltd
413	02	Dialog	Dialog Axiata PLC
413	03	Etisalat	Etisalat Lanka (Pvt) Ltd
413	04	Lanka Bell	Lanka Bell Ltd
413	05	Airtel	Bharti Airtel Lanka (Pvt) Ltd
413	08	Hutch	Hutchison Telecommunications Lanka (Pvt) Ltd
413	11	Dialog	Dialog Broadband Networks (Pvt) Ltd
413	12	SLT	Sri Lanka Telecom PLC
413	13	Lanka Bell	Lanka Bell Ltd
634	01	Zain SD	Zain Group - Sudan
634	02	MTN	MTN Sudan
634	03	MTN	MTN Sudan
634	05	canar	Canar Telecom
634	07	Sudani One	Sudatel Group
634	09	Privet Network	NEC
746	02	Telesur	Telecommunications Company Suriname (Telesur)
746	03	Digicel	Digicel Group Limited
746	04	Digicel	Digicel Group Limited
746	05	Telesur	Telecommunications Company Suriname (Telesur)
653	01		SPTC
653	02		Swazi Mobile Limited
653	10	Swazi MTN	Swazi MTN Limited
240	01	Telia	TeliaSonera Sverige AB
240	02	3	HI3G Access AB
240	03	Net 1	Netett Sverige AB
240	04	SWEDEN	3G Infrastructure Services AB
240	05	Sweden 3G	Svenska UMTS-Nät AB
240	06	Telenor	Telenor Sverige AB
240	07	Tele2	Tele2 Sverige AB
240	08	Telenor	Telenor Sverige AB
240	09	Com4	Communication for Devices in Sweden AB
240	10	Spring Mobil	Tele2 Sverige AB
240	11		ComHem AB
240	12	Lycamobile	Lycamobile Sweden Limited
240	13		Alltele Företag Sverige AB
240	14		Tele2 Business AB
240	15		Wireless Maingate Nordic AB
240	16		42 Telecom AB
240	17	Gotanet	Götalandsnätet AB
240	18		Generic Mobile Systems Sweden AB
240	19	Vectone Mobile	Mundio Mobile (Sweden) Limited
240	20		Wireless Maingate Messaging Services AB
240	21	MobiSir	Trafikverket ICT
240	22		EuTel AB
240	23		Infobip Limited (UK)
240	24	Sweden 2G	Net4Mobility HB
240	25		Monty UK Global Ltd
240	26		Twilio Sweden AB
240	27		GlobeTouch AB
240	28		LINK Mobile A/S
240	29		Mercury International Carrier Services
240	30		NextGen Mobile Ltd.
240	31		RebTel Network AB
240	32		Compatel Limited
240	33		Mobile Arts AB
240	34		Pro Net Telecommunications Services Ltd.
240	35		42 Telecom LTD
240	36		interactive digital media GmbH
240	37		CLX Networks AB
240	38	Voxbone	Voxbone mobile
240	39		Borderlight AB
240	40		North net connect AB
240	41		Shyam Telecom UK Ltd.
240	42		Telenor Connexion AB
240	43		MobiWeb Ltd.
240	44		Telenabler AB
240	45		Spirius AB
240	46	Viahub	SMS Provider Corp.
240	47		Viatel Sweden AB
240	60		Telefonaktiebolaget LM Ericsson
240	61		MessageBird B.V.
228	01	Swisscom	Swisscom AG
228	02	Sunrise	Sunrise Communications AG
228	03	Salt	Salt Mobile SA
228	05		Comfone AG
228	06	SBB-CFF-FFS	SBB AG
228	07	IN&Phone	IN&Phone SA
228	08	Tele4u	TelCommunication Services AG
228	09		Comfone AG
228	11		Swisscom Broadcast AG
228	12	Sunrise	Sunrise Communications AG
228	50		3G Mobile AG
228	51		relario AG
228	52	Barablu	Barablu
228	53	upc cablecom	UPC Schweiz GmbH
228	54	Lycamobile	Lycamobile AG
228	55		WeMobile SA
228	56		SMSRelay AG
228	57		Mitto AG
228	58	beeone	Beeone Communications SA
228	59	Vectone	Mundio Mobile Limited
228	60	Sunrise	Sunrise Communications AG
228	61		Compatel Ltd.
228	99		Swisscom Broadcast AG
417	01	Syriatel	Syriatel Mobile Telecom
417	02	MTN	MTN Syria
417	09		Syrian Telecom
466	01	FarEasTone	Far EasTone Telecommunications Co Ltd
466	02	FarEasTone	Far EasTone Telecommunications Co Ltd
466	03	FarEasTone	Far EasTone Telecommunications Co Ltd
466	05	APTG	Asia Pacific Telecom
466	06	FarEasTone	Far EasTone Telecommunications Co Ltd
466	07	FarEasTone	Far EasTone Telecommunications Co Ltd
466	09	VMAX	Vmax Telecom
466	10	G1	Global Mobile Corp.
466	11	Chunghwa LDM	LDTA/Chunghwa Telecom
466	12		Ambit Microsystems
466	56	FITEL	First International Telecom
466	68		Tatung InfoComm
466	88	FarEasTone	Far EasTone Telecommunications Co Ltd
466	89	T Star	Taiwan Star Telecom
466	90	T Star	Taiwan Star Telecom
466	92	Chunghwa	Chunghwa Telecom
466	93	MobiTai	Mobitai Communications
466	97	Taiwan Mobile	Taiwan Mobile Co. Ltd
466	99	TransAsia	TransAsia Telecoms
436	01	Tcell	JV Somoncom
436	02	Tcell	Indigo Tajikistan
436	03	MegaFon	TT Mobile
436	04	Babilon-M	Babilon-Mobile
436	05	Beeline	Tacom
436	10	Babilon-T	Babilon-T
436	12	Tcell	Indigo
640	01		Rural NetCo Limited
640	02	tiGO	MIC Tanzania Limited
640	03	Zantel	Zanzibar Telecom Ltd
640	04	Vodacom	Vodacom Tanzania Limited
640	05	Airtel	Bharti Airtel
640	06	Sasatel (Dovetel)	Dovetel Limited
640	07	TTCL Mobile	Tanzania Telecommunication Company LTD (TTCL)
640	08	Smart	Benson Informatics Limited
640	09	Halotel	Viettel Tanzania Limited
640	11	SmileCom	Smile Telecoms Holdings Ltd.
640	12		MyCell Limited
640	13	Cootel	Wiafrica Tanzania Limited
520	00	TrueMove H & my by CAT	CAT Telecom
520	01	AIS	Advanced Info Service
520	02	CAT CDMA	CAT Telecom
520	03	AIS	Advanced Wireless Network Company Ltd.
520	04	TrueMove H	True Move H Universal Communication Company Ltd.
520	05	dtac TriNet	DTAC Network Company Ltd.
520	09		Royal Thai Police
520	15	TOT 3G	TOT Public Company Limited
520	18	dtac	Total Access Communications Public Company Ltd.
520	20	ACeS	ACeS
520	23	AIS GSM 1800	Digital Phone Company Ltd.
520	25	WE PCT	True Corporation
520	47	dtac-T	Telephone Organization of Thailand (TOT)
520	99	TrueMove	True Corporation
615	01	Togo Cell	Togo Telecom
615	03	Moov	Moov Togo
554	01		Teletok
539	01	U-Call	Tonga Communications Corporation
539	43		Shoreline Communication
539	88	Digicel	Digicel (Tonga) Limited
374	12	bmobile	TSTT
374	130	Digicel	Digicel (Trinidad & Tobago) Limited
374	140		LaqTel Ltd.
605	01	Orange	Orange Tunisie
605	02	Tunicell	Tunisie Telecom
605	03	OOREDOO TN	ooredoo Tunisiana
286	01	Turkcell	Turkcell Iletisim Hizmetleri A.S.
286	02	Vodafone	Vodafone Turkey
286	03	Türk Telekom	Türk Telekom
286	04	Aycell	Aycell
438	01	MTS	MTS Turkmenistan
438	02	TM-Cell	Altyn Asyr
438	03	AGTS CDMA	AŞTU
338	050	Digicel	Digicel (Turks & Caicos) Limited
376	350	FLOW	Cable & Wireless West Indies Ltd (Turks & Caicos)
376	352	FLOW	Cable & Wireless West Indies Ltd (Turks & Caicos)
376	360	FLOW	Cable & Wireless West Indies Ltd (Turks & Caicos)
553	01	TTC	Tuvalu Telecom
641	01	Airtel	Bharti Airtel
641	04		Tangerine Uganda Limited
641	06	Vodafone	Afrimax Uganda
641	10	MTN	MTN Uganda
641	11	Uganda Telecom	Uganda Telecom Ltd.
641	14	Africell	Africell Uganda
641	16		SimbaNET Uganda Limited
641	18	Smart	Suretelecom Uganda Ltd.
641	22	Airtel	Bharti Airtel
641	26	Lycamobile	Lycamobile Network Services Uganda Limited
641	30		Anupam Global Soft Uganda Limited
641	33	Smile	Smile Communications Uganda Limited
641	40		Civil Aviation Authority (CAA)
641	44	K2	K2 Telecom Ltd
641	66	i-Tel	i-Tel Ltd
255	01	Vodafone	PRJSC VF Ukraine
255	02	Beeline	Kyivstar GSM JSC
255	03	Kyivstar	Kyivstar JSC
255	04	IT	Intertelecom LLC
255	05	Golden Telecom	Kyivstar GSM JSC
255	06	lifecell	Turkcell
255	07	3Mob	Trymob LLC
255	21	PEOPLEnet	Telesystems of Ukraine
255	23	CDMA Ukraine	Intertelecom
255	25	NEWTONE	CST Invest
424	02	Etisalat	Emirates Telecom Corp
424	03	du	Emirates Integrated Telecommunications Company
234	00	BT	BT Group
234	01	Vectone Mobile	Mundio Mobile Limited
234	02	O2 (UK)	Telefónica Europe
234	03	Airtel-Vodafone	Jersey Airtel Ltd
234	04	FMS Solutions Ltd	FMS Solutions Ltd
234	05		COLT Mobile Telecommunications Limited
234	06		Internet Computer Bureau Limited
234	07	Vodafone UK	Vodafone
234	08		BT OnePhone (UK) Ltd
234	09		Tismi BV
234	10	O2 (UK)	Telefónica Europe
234	11	O2 (UK)	Telefónica Europe
234	12	Railtrack	Network Rail Infrastructure Ltd
234	13	Railtrack	Network Rail Infrastructure Ltd
234	14	Hay Systems Ltd	Hay Systems Ltd
234	15	Vodafone UK	Vodafone
234	16	Talk Talk	TalkTalk Communications Limited
234	17		FleXtel Limited
234	18	Cloud9	Cloud9
234	19	Private Mobile Networks PMN	Teleware plc
234	20	3	Hutchison 3G UK Ltd
234	21		LogicStar Ltd
234	22		Telesign Mobile Limited
234	23		Icron Network Limited
234	24	Greenfone	Stour Marine Limited
234	25	Truphone	Truphone
234	26	Lycamobile	Lycamobile UK Limited
234	27		Teleena UK Limited
234	28		Marathon Telecom Limited
234	29	aql	(aq) Limited
234	30	T-Mobile UK	EE
234	31	T-Mobile UK	EE
234	32	T-Mobile UK	EE
234	33	Orange	EE
234	34	Orange	EE
234	35		JSC Ingenium (UK) Limited
234	36	Sure Mobile	Sure Isle of Man Ltd.
234	37		Synectiv Ltd
234	38	Virgin Mobile	Virgin Media
234	39		Gamma Telecom Holdings Ltd.
234	50	JT	JT Group Limited
234	51	Relish	UK Broadband Limited
234	52		Shyam Telecom UK Ltd
234	53		Limitless Mobile Ltd
234	54	iD Mobile	The Carphone Warehouse Limited
234	55	Sure Mobile	Sure (Guernsey) Limited
234	56		CESG
234	57		Sky UK Limited
234	58	Pronto GSM	Manx Telecom
234	59		Limitless Mobile Ltd
234	70		AMSUK Ltd.
234	71		Home Office
234	72		Hanhaa Limited
234	76	BT	BT Group
234	78	Airwave	Airwave Solutions Ltd
234	86		EE
235	00	Vectone Mobile	Mundio Mobile Limited
235	01		EE
235	02		EE
235	03	Relish	UK Broadband Limited
235	77	BT	BT Group
235	88		Telet Research (N.I.) Limited
235	91	Vodafone UK	Vodafone United Kingdom
235	92	Vodafone UK	Vodafone United Kingdom
235	94		Hutchison 3G UK Ltd
235	95		Network Rail Infrastructure Limited
310	004	Verizon	Verizon Wireless
310	005	Verizon	Verizon Wireless
310	006	Verizon	Verizon Wireless
310	010	Verizon	Verizon Wireless
